translator,no,bertscore,metricalDistanceAdjusted
iambic_pentameter_g,23,0.885554339191157,0.954545454545454
iambic_pentameter_g,24,0.887177035335084,1.15909090909091
iambic_pentameter_g,25,0.880735951755201,0.704545454545454
iambic_pentameter_g,26,0.872167791648384,0.922077922077922
iambic_pentameter_g,27,0.90042827546616,0.731818181818182
iambic_pentameter_g,28,0.885182996939598,1.77272727272727
iambic_pentameter_g,29,0.866708894081724,0.806818181818182
iambic_pentameter_g,30,0.872286319998757,0.878787878787879
iambic_pentameter_g,31,0.896541457654706,2
iambic_pentameter_g,32,0.862246293720755,0.630681818181818
iambic_pentameter_g,33,0.899339086641101,0.772727272727273
iambic_pentameter_g,34,0.866013588472407,0.805194805194805
iambic_pentameter_g,35,0.871526452812925,0.733766233766233
iambic_pentameter_g,36,0.866004217910068,1.62987012987013
iambic_pentameter_g,37,0.886869569480163,0.613636363636364
iambic_pentameter_g,38,0.876392234023519,0.753246753246753
iambic_pentameter_g,39,0.888335980213888,0.909090909090909
iambic_pentameter_g,40,0.853932264514509,0.477272727272727
iambic_pentameter_g,41,0.869793279877501,0.875
iambic_pentameter_g,42,0.871871617380017,1.04545454545455
iambic_pentameter_g,43,0.851582112951208,0.577922077922078
iambic_pentameter_g,44,0.881692057982414,1.00649350649351
iambic_pentameter_g,45,0.887994011853147,0.651515151515152
iambic_pentameter_g,46,0.890370147895587,1.28030303030303
iambic_pentameter_g,47,0.87969039169495,0.62987012987013
iambic_pentameter_g,48,0.852148946705511,1.19480519480519
iambic_pentameter_g,49,0.868267601721035,0.806818181818182
iambic_pentameter_g,50,0.890067834986131,0.75
iambic_pentameter_g,51,0.879928853046057,1.03409090909091
iambic_pentameter_g,52,0.872140483096382,0.75974025974026
iambic_pentameter_g,53,0.852230857916758,0.738636363636364
iambic_pentameter_g,54,0.871213885347387,0.681818181818182
iambic_pentameter_g,55,0.895184156748571,0.805194805194805
iambic_pentameter_g,56,0.895383468472644,1.26262626262626
iambic_pentameter_g,57,0.873365293651982,0.675324675324675
iambic_pentameter_g,58,0.897262930961719,1.42045454545455
iambic_pentameter_g,59,0.878682079575254,1.07142857142857
iambic_pentameter_g,60,0.885061982525977,0.623376623376623
iambic_pentameter_g,61,0.844683633767024,0.986363636363636
iambic_pentameter_g,62,0.855834225393246,0.87012987012987
iambic_pentameter_g,63,0.860059135219781,1.13636363636364
iambic_pentameter_g,64,0.829709305457302,1.37342657342657
iambic_pentameter_g,65,0.85297307642965,0.801948051948052
iambic_pentameter_g,66,0.862182143572736,0.88961038961039
iambic_pentameter_g,67,0.857814013835652,0.696969696969697
iambic_pentameter_g,68,0.85041670531418,1.2969696969697
iambic_pentameter_g,69,0.856555553252659,0.916666666666667
iambic_pentameter_g,70,0.875343174485322,1.58522727272727
iambic_pentameter_g,71,0.869229901241825,0.811688311688312
iambic_pentameter_g,72,0.878126747597634,0.62987012987013
iambic_pentameter_g,73,0.866023281175993,0.727272727272727
iambic_pentameter_g,74,0.867294444747075,1.52027972027972
iambic_pentameter_g,75,0.87230349611901,0.824675324675325
iambic_pentameter_g,76,0.892077576973172,1.1038961038961
iambic_pentameter_g,77,0.85875782801461,0.876623376623376
iambic_pentameter_g,78,0.852750585878972,0.87012987012987
iambic_pentameter_g,79,0.872489738088363,0.766233766233766
iambic_pentameter_g,80,0.870027215561049,1.21428571428571
iambic_pentameter_g,81,0.856568919016762,0.597402597402597
iambic_pentameter_g,82,0.859573967239227,1.15584415584416
iambic_pentameter_g,83,0.886688164673099,1.62987012987013
iambic_pentameter_g,84,0.86846092849617,0.896103896103896
iambic_pentameter_g,85,0.8735400948324,1.14285714285714
iambic_pentameter_g,86,0.861117922796521,0.785714285714286
iambic_pentameter_g,87,0.862698555836928,1.24545454545455
iambic_pentameter_g,88,0.858434537447314,0.927272727272727
iambic_pentameter_g,89,0.866575410063056,1.03030303030303
iambic_pentameter_g,90,0.864368828128571,0.704545454545454
iambic_pentameter_g,91,0.890863294278771,1.09090909090909
iambic_pentameter_g,92,0.878917879578663,0.757575757575757
iambic_pentameter_g,93,0.86534806466067,1.95454545454545
iambic_pentameter_g,94,0.874286539579882,1.17272727272727
iambic_pentameter_g,95,0.874223853882199,1.24242424242424
iambic_pentameter_g,96,0.85423992227853,1.54545454545455
iambic_pentameter_g,97,0.858898003244868,1.05113636363636
iambic_pentameter_g,98,0.86746896992772,0.712121212121212
iambic_pentameter_g,99,0.870987299572252,1.04545454545455
ternary_g,0,0.874429462037191,1.01111111111111
ternary_g,1,0.906223032481571,1.01666666666667
ternary_g,2,0.871634602182745,1.22435897435897
ternary_g,3,0.879759527131026,1.14903846153846
ternary_g,4,0.856368441149,0.987179487179487
ternary_g,5,0.866242720673106,1.56503496503496
ternary_g,6,0.875660918732812,1.1043956043956
ternary_g,7,0.874117109395895,1.75384615384615
ternary_g,8,0.881624371083439,1.51538461538461
ternary_g,9,0.876118325038392,1.21794871794872
ternary_g,10,0.890838330332837,1.08119658119658
ternary_g,11,0.883144716366276,1.62835249042146
ternary_g,12,0.864188494867247,0.579545454545455
ternary_g,13,0.855281658385365,1.18139880952381
ternary_g,14,0.891052895656563,1.33846153846154
ternary_g,15,0.879597507770232,1.62291666666667
ternary_g,16,0.892482766758019,1.09134615384615
ternary_g,17,0.888515141895765,1.06597222222222
ternary_g,18,0.870195179785932,1.24479166666667
ternary_g,19,0.851392370516331,1.07291666666667
ternary_g,20,0.854784482420146,2.85372023809524
ternary_g,21,0.861740390653864,1.28541666666667
ternary_g,22,0.858359856610082,1.00138888888889
ternary_g,23,0.853255399085997,0.884615384615385
ternary_g,24,0.853158725249962,1.12362637362637
ternary_g,25,0.844920024318038,0.89298433048433
ternary_g,26,0.861806508841957,1.14391025641026
ternary_g,27,0.85115586698818,1.25
ternary_g,28,0.878778106478464,0.865384615384615
ternary_g,29,0.865118776644608,1.00480769230769
ternary_g,30,0.861710292224608,1.19471153846154
ternary_g,31,0.878708482813011,0.727272727272727
ternary_g,32,0.880734999540058,1.30113636363636
ternary_g,33,0.868539182087971,1.66477272727273
ternary_g,34,0.920643922379396,1.04545454545455
ternary_g,35,0.891360271444622,0.954545454545454
ternary_g,36,0.878520305417379,0.931818181818182
ternary_g,37,0.863294438414738,1.18589743589744
ternary_g,38,0.899717302273014,1.22727272727273
ternary_g,39,0.857063050166625,1.27930402930403
ternary_g,40,0.860832479395464,1.2603550295858
ternary_g,41,0.867656526279048,0.847222222222222
ternary_g,42,0.837534774268713,1.58806366047745
ternary_g,43,0.839544202650435,3.64202724358974
ternary_g,44,0.869915505227034,1.28819444444444
ternary_g,45,0.862748688033395,1.42857142857143
ternary_g,46,0.8755740215428,1.11805555555556
ternary_g,47,0.87389832360859,1.11666666666667
ternary_g,48,0.900078560910076,2.15
ternary_g,49,0.878199324051684,2.42857142857143
ternary_g,50,0.86024209230963,1.30438311688312
ternary_g,51,0.864179712706523,0.431623931623932
ternary_g,52,0.913901261263314,0.86875
ternary_g,53,0.883724869625055,0.660714285714286
ternary_g,54,0.881237231822552,0.430059523809524
ternary_g,55,0.870031982101847,0.565476190476191
ternary_g,56,0.867447427301329,0.442234848484848
ternary_g,57,0.885217871346596,0.675
ternary_g,58,0.882014598105742,1.44891774891775
ternary_g,59,0.881840213605682,1.13333333333333
ternary_g,60,0.874709759095456,1.4013986013986
ternary_g,61,0.856341160053007,2.01420118343195
ternary_g,62,0.873332146367293,1.13186813186813
ternary_g,63,0,None
ternary_g,64,0.855161817119464,2.90277777777778
ternary_g,65,0.854280751573396,2.67577639751553
ternary_g,66,0.82567987833102,2.36243386243386
ternary_g,67,0.831271182349819,0.6875
ternary_g,68,0.872267298524163,1.11388888888889
ternary_g,69,0.864199123918169,0.89375
ternary_g,70,0.854483782982836,1.19506172839506
ternary_g,71,0.856373691614487,1.89333333333333
ternary_g,72,0.865669631096346,1.6125
ternary_g,73,0.873968209840593,1.92755102040816
ternary_g,74,0.861615901410054,1.32222222222222
ternary_g,75,0.855061950347931,1.71666666666667
ternary_g,76,0.852299049749734,2.72673992673993
ternary_g,77,0.857479650791168,1.55555555555556
ternary_g,78,0.859766823381703,1.46547619047619
ternary_g,79,0.857275077226806,1.54305555555556
ternary_g,80,0.859291801022556,1.38324175824176
ternary_g,81,0.857434538252443,2.05416666666667
ternary_g,82,0.880212997044559,1.03981481481481
ternary_g,83,0.844603439259346,3.65980148883375
ternary_g,84,0.860871749840003,0.79782196969697
ternary_g,85,0.871220582512452,1.15740740740741
ternary_g,86,0.867795860487829,1.06944444444444
ternary_g,87,0.886717389033212,1.17430555555556
ternary_g,88,0.87740285894082,1.12698412698413
ternary_g,89,0.869436334227658,1.2209595959596
ternary_g,90,0.874179075277712,1.16319444444444
ternary_g,91,0.876861867197861,1.05288461538462
ternary_g,92,0.852062267475759,1.88447971781305
ternary_g,93,0.862816069024268,1.29583333333333
ternary_g,94,0.905446369692806,0.933566433566434
ternary_g,95,0.928962214335027,3.17857142857143
ternary_g,96,0.845686623462382,1.76826923076923
ternary_g,97,0.880701494677456,1.66666666666667
ternary_g,98,0.917381913536382,1.38888888888889
ternary_g,99,0.886269016837828,0.866666666666667
ternary_d,0,0.873809137433981,0.847222222222222
ternary_d,1,0.903228102742844,1.16666666666667
ternary_d,2,0.876549306325568,1.16666666666667
ternary_d,3,0.883783602155153,1.0625
ternary_d,4,0.857291768427001,1.03846153846154
ternary_d,5,0.860759867024439,1.14405594405594
ternary_d,6,0.876183846803238,0.994505494505495
ternary_d,7,0.853211885174944,1.15384615384615
ternary_d,8,0.885066671238815,1.68846153846154
ternary_d,9,0.888955841216253,1.15384615384615
ternary_d,10,0.871435835623957,1.03418803418803
ternary_d,11,0.876638761365001,1.61637931034483
ternary_d,12,0.868706148466645,0.755681818181818
ternary_d,13,0.881361818570365,0.843217893217893
ternary_d,14,0.896880295440567,1.28076923076923
ternary_d,15,0.882948499133368,1.94097222222222
ternary_d,16,0.896814900348011,1.24626068376068
ternary_d,17,0.891041392583689,1.875
ternary_d,18,0.870823402281459,1.23958333333333
ternary_d,19,0.855765678752741,0.995833333333333
ternary_d,20,0.875117482472672,1.15451388888889
ternary_d,21,0.870579857249801,1.2625
ternary_d,22,0.872484281040382,1.26435185185185
ternary_d,23,0.856579180921031,0.859241452991453
ternary_d,24,0.852372869720128,1.37087912087912
ternary_d,25,0.852731015002782,1.0133547008547
ternary_d,26,0.866961457614653,1.24775641025641
ternary_d,27,0.846535147478211,1.35590277777778
ternary_d,28,0.876875613282162,0.971153846153846
ternary_d,29,0.859307327168366,0.903846153846154
ternary_d,30,0.861049191604669,1.13701923076923
ternary_d,31,0.878909512164431,1.08522727272727
ternary_d,32,0.874182934629797,1.17045454545455
ternary_d,33,0.871268419541508,1.23295454545455
ternary_d,34,0.903133521088027,1.63636363636364
ternary_d,35,0.897033419778821,0.863636363636364
ternary_d,36,0.8532695311309,1.13636363636364
ternary_d,37,0.872300419783392,1.12740384615385
ternary_d,38,0.89631241678793,1.09090909090909
ternary_d,39,0.866246216429043,1.26190476190476
ternary_d,40,0.880987341987828,1.32248520710059
ternary_d,41,0.869133421599181,0.90625
ternary_d,42,0.851834566338559,1.5400260756193
ternary_d,43,0.834709196989705,3.70192307692308
ternary_d,44,0.880824908667887,1.31597222222222
ternary_d,45,0.850965293540456,1.28846153846154
ternary_d,46,0.877865580893328,0.902777777777778
ternary_d,47,0.876976831415516,1.53333333333333
ternary_d,48,0.904255305072694,2.24722222222222
ternary_d,49,0.863027157683675,2.42857142857143
ternary_d,50,0.872128099595991,1.63961038961039
ternary_d,51,0.868045978131748,0.683760683760684
ternary_d,52,0.903328262557906,0.7375
ternary_d,53,0.883264577614289,0.507142857142857
ternary_d,54,0.889034726001968,0.619047619047619
ternary_d,55,0.863534031459158,0.443452380952381
ternary_d,56,0.868413641625284,0.518939393939394
ternary_d,57,0.87334681285017,0.586742424242424
ternary_d,58,0.897578494438095,0.867748917748918
ternary_d,59,0.876692923927835,0.758333333333333
ternary_d,60,0.892112911945824,1.38857808857809
ternary_d,61,0.851529062446436,1.00749250749251
ternary_d,62,0.878378734189487,1.15384615384615
ternary_d,63,0.877948443872492,1.98034188034188
ternary_d,64,0.867017003487602,3.28888888888889
ternary_d,65,0.856892382401992,1.5
ternary_d,66,0.82480169497789,2.48941798941799
ternary_d,67,0.831766124698087,0.420833333333333
ternary_d,68,0.867095132148606,1.15138888888889
ternary_d,69,0.879617577733339,2.00208333333333
ternary_d,70,0.864858304889121,1.73827160493827
ternary_d,71,0.88016920361124,2.07703703703704
ternary_d,72,0.873335000413576,1.64268707482993
ternary_d,73,0.871736570846077,2.13571428571429
ternary_d,74,0.864454297887866,1.36111111111111
ternary_d,75,0.862484265462932,1.68333333333333
ternary_d,76,0.852506839602579,1.63748894783378
ternary_d,77,0.859806135037497,1.3125
ternary_d,78,0.88797739303814,1.76904761904762
ternary_d,79,0.853303675977839,1.175
ternary_d,80,0.859685002355735,1.30824175824176
ternary_d,81,0.862861529879829,2.09166666666667
ternary_d,82,0.898100963521404,1.02037037037037
ternary_d,83,0.857779011654973,2.27542735042735
ternary_d,84,0.862097305853947,0.785511363636363
ternary_d,85,0.872102738097638,1.14351851851852
ternary_d,86,0.862867919472219,0.976851851851852
ternary_d,87,0.890167061916596,1.23125
ternary_d,88,0.872788256063944,1.05952380952381
ternary_d,89,0.862218737690512,1.69002525252525
ternary_d,90,0.875197849160954,1.10138888888889
ternary_d,91,0.866635185337077,1.41686698717949
ternary_d,92,0.861113271915079,2.15196942974721
ternary_d,93,0.865621973978462,1.3075
ternary_d,94,0.892015419594178,0.645104895104895
ternary_d,95,0.938912055084565,3.46428571428571
ternary_d,96,0.843674261737777,1.69423076923077
ternary_d,97,0.880704901485408,1.95238095238095
ternary_d,98,0.916327822874515,2.5
ternary_d,99,0.90787358439681,1.46666666666667
ternary_b,0,0.869831727766677,1.03888888888889
ternary_b,1,0.875082744132907,0.994444444444444
ternary_b,2,0.868934247981799,1.15384615384615
ternary_b,3,0.894930670099948,0.908653846153846
ternary_b,4,0.861711090407442,1.14423076923077
ternary_b,5,0.873327004465835,1.25524475524476
ternary_b,6,0.880178335520659,0.978021978021978
ternary_b,7,0.883419319618401,1.42307692307692
ternary_b,8,0.891596602584505,1.82692307692308
ternary_b,9,0.887777764793257,1.19230769230769
ternary_b,10,0.881468066337019,1.14529914529915
ternary_b,11,0.891072738853553,1.54358237547893
ternary_b,12,0.869622859886701,0.5625
ternary_b,13,0.906063933816758,1.16565656565657
ternary_b,14,0.890107263737807,1.31923076923077
ternary_b,15,0.88818345389286,2.06041666666667
ternary_b,16,0.906437874222977,1.16292735042735
ternary_b,17,0.911989268886645,1.52083333333333
ternary_b,18,0.898519640940364,1.28645833333333
ternary_b,19,0.857464786259365,1.56458333333333
ternary_b,20,0.87393991460349,1.43229166666667
ternary_b,21,0.895243288871961,1.14010416666667
ternary_b,22,0.880801036570828,1.26574074074074
